idx,success,feasible,optimal,action_count,optimal_length,end,error,actions,prediction
42,False,False,False,7,9,"[2, 0]",obstacle,up up up up right right right,up up up up right right right
43,False,True,False,7,9,"[4, 2]",,left left left down down down down,left left left down down down down
44,True,True,True,4,4,"[4, 6]",,down down down down,down down down down
45,True,True,True,1,1,"[5, 5]",,right,right
46,True,True,True,9,9,"[0, 1]",,up up up up up left left left left,up up up up up left left left left
47,False,False,False,8,10,"[3, 5]",obstacle,up up up left left left left left,up up up left left left left left
48,True,True,True,4,4,"[2, 4]",,right right right right,right right right right
49,True,True,True,6,6,"[1, 2]",,up up up up left left,up up up up left left
50,False,True,False,1,2,"[4, 5]",,left,left
51,True,True,True,1,1,"[4, 5]",,up,up
52,True,True,True,5,5,"[0, 0]",,up up up up left,up up up up left
53,False,True,False,4,6,"[0, 4]",,up right right right,up right right right
54,False,True,False,7,9,"[0, 4]",,up up up right right right right,up up up right right right right
55,True,True,True,10,10,"[0, 0]",,up up up left up left up left left left,up up up left up left up left left left
56,False,False,False,7,9,"[0, 3]",obstacle,right down down down right down down,right down down down right down down
57,False,True,False,9,11,"[2, 5]",,up up up up right right right right right,up up up up right right right right right
58,False,True,False,5,7,"[3, 5]",,up up right up right,up up right up right
59,True,True,True,6,6,"[2, 5]",,up up right right right right,up up right right right right
60,True,True,True,5,5,"[0, 1]",,up up left left left,up up left left left
61,True,True,True,1,1,"[2, 0]",,up,up
62,False,True,False,3,5,"[4, 3]",,up up right,up up right
63,False,True,False,3,5,"[3, 4]",,up right right,up right right
64,False,False,False,6,10,"[4, 0]",obstacle,up up right right right right,up up right right right right
65,False,True,False,8,12,"[4, 2]",,left left left down down down left down,left left left down down down left down
66,False,False,False,5,7,"[2, 6]",out_of_bounds,up up up right up,up up up right up
67,False,True,False,8,12,"[2, 2]",,up left up up up left left left,up left up up up left left left
68,True,True,True,7,7,"[5, 1]",,left down down down down down left,left down down down down down left
69,False,True,False,5,9,"[4, 3]",,left left left down down,left left left down down
70,True,True,True,5,5,"[5, 3]",,right right right down down,right right right down down
71,False,True,False,6,8,"[2, 4]",,up up right right right right,up up right right right right
72,False,True,False,8,10,"[4, 4]",,right right right down down down down right,right right right down down down down right
73,True,True,True,1,1,"[4, 0]",,down,down
74,True,True,True,5,5,"[1, 0]",,up left left left left,up left left left left
75,True,True,True,5,5,"[1, 0]",,up up left left left,up up left left left
76,False,True,False,7,9,"[4, 5]",,right up up right right right right,right up up right right right right
77,False,True,False,5,9,"[4, 3]",,up up left left left,up up left left left
78,True,True,True,2,2,"[0, 4]",,up right,up right
79,True,True,True,5,5,"[1, 0]",,left left left left down,left left left left down
80,True,True,True,9,9,"[0, 0]",,left up up up up up left left left,left up up up up up left left left
81,True,True,True,4,4,"[0, 1]",,up up up right,up up up right
82,True,True,True,4,4,"[1, 0]",,up up up up,up up up up
83,True,True,True,5,5,"[3, 2]",,up up left left left,up up left left left
84,True,True,True,4,4,"[1, 1]",,up left left left,up left left left
85,False,False,False,5,9,"[6, 6]",obstacle,left left left left down,left left left left down
86,False,True,False,6,8,"[3, 4]",,right up up right right right,right up up right right right
87,True,True,True,2,2,"[6, 4]",,right right,right right
88,False,True,False,8,10,"[0, 3]",,up up up left up up left left,up up up left up up left left
89,True,True,True,5,5,"[5, 5]",,right right down down down,right right down down down
90,True,True,True,7,7,"[4, 0]",,left left left down down down down,left left left down down down down
91,True,True,True,3,3,"[1, 5]",,right right down,right right down
92,True,True,True,7,7,"[3, 5]",,right right right right right down down,right right right right right down down
93,True,True,True,7,7,"[2, 1]",,up up up left left left left,up up up left left left left
94,True,True,True,5,5,"[6, 5]",,right right right right right,right right right right right
95,True,True,True,4,4,"[1, 2]",,up up left left,up up left left
96,False,True,False,8,10,"[4, 0]",,left left left left left down down down,left left left left left down down down
97,False,True,False,7,9,"[2, 4]",,up up up right right right right,up up up right right right right
98,False,True,False,9,11,"[5, 4]",,right down right right right down down down down,right down right right right down down down down
99,False,False,False,8,10,"[2, 1]",obstacle,up up up up right right right right,up up up up right right right right
