idx,success,feasible,optimal,action_count,optimal_length,end,error,actions,prediction
41,True,True,True,5,5,"[1, 1]",,up up up up right,up up up up right
42,True,True,True,3,3,"[2, 1]",,left down down,left down down
43,True,True,True,6,6,"[5, 1]",,left left left left down down,left left left left down down
44,True,True,True,1,1,"[1, 4]",,right,right
45,True,True,True,2,2,"[3, 3]",,right right,right right
46,True,True,True,4,4,"[3, 4]",,left down down down,left down down down
47,True,True,True,2,2,"[3, 1]",,left left,left left
48,True,True,True,4,4,"[5, 5]",,right right right right,right right right right
49,True,True,True,8,8,"[3, 0]",,left left left left left down down down,left left left left left down down down
50,True,True,True,1,1,"[3, 2]",,up,up
51,True,True,True,5,5,"[2, 5]",,right right right down down,right right right down down
52,True,True,True,2,2,"[1, 2]",,up right,up right
53,True,True,True,5,5,"[1, 2]",,up up left left left,up up left left left
54,True,True,True,5,5,"[4, 0]",,left left left down down,left left left down down
55,True,True,True,7,7,"[5, 3]",,right right down down down down down,right right down down down down down
56,True,True,True,1,1,"[0, 4]",,right,right
57,True,True,True,5,5,"[0, 4]",,up up up up left,up up up up left
58,True,True,True,6,6,"[0, 4]",,up up up up right right,up up up up right right
59,True,True,True,1,1,"[0, 3]",,left,left
60,True,True,True,8,8,"[5, 1]",,left left left down down down down left,left left left down down down down left
61,True,True,True,4,4,"[0, 2]",,up up up up,up up up up
62,True,True,True,4,4,"[5, 1]",,left down down left,left down down left
63,True,True,True,5,5,"[5, 5]",,down down down down down,down down down down down
64,True,True,True,4,4,"[3, 2]",,left down left left,left down left left
65,True,True,True,3,3,"[5, 2]",,right right down,right right down
66,True,True,True,2,2,"[5, 4]",,left down,left down
67,True,True,True,7,7,"[3, 0]",,left left left left down down down,left left left left down down down
68,True,True,True,5,5,"[5, 5]",,right right down down down,right right down down down
69,True,True,True,2,2,"[3, 3]",,right right,right right
70,True,True,True,4,4,"[4, 2]",,left down down down,left down down down
71,True,True,True,4,4,"[0, 3]",,up up left left,up up left left
72,True,True,True,3,3,"[3, 2]",,down down down,down down down
73,True,True,True,4,4,"[3, 5]",,right right right right,right right right right
74,True,True,True,1,1,"[4, 3]",,up,up
75,True,True,True,5,5,"[3, 3]",,left left down down down,left left down down down
76,True,True,True,3,3,"[1, 1]",,up left left,up left left
77,True,True,True,3,3,"[5, 3]",,right right down,right right down
78,True,True,True,3,3,"[1, 1]",,up up right,up up right
79,True,True,True,6,6,"[0, 5]",,up right right right right right,up right right right right right
80,True,True,True,4,4,"[5, 1]",,left left left left,left left left left
81,True,True,True,5,5,"[4, 3]",,right right right down down,right right right down down
82,True,True,True,2,2,"[4, 5]",,up right,up right
83,True,True,True,5,5,"[1, 2]",,up up up right right,up up up right right
84,True,True,True,5,5,"[2, 2]",,up left left left up,up left left left up
85,True,True,True,3,3,"[1, 1]",,up up up,up up up
86,False,False,False,7,7,"[2, 4]",obstacle,up up up left up up right,up up up left up up right
87,True,True,True,6,6,"[5, 3]",,right right right down down down,right right right down down down
88,True,True,True,3,3,"[3, 1]",,up up right,up up right
89,True,True,True,4,4,"[2, 1]",,up up up left,up up up left
90,True,True,True,5,5,"[0, 4]",,up up up up left,up up up up left
91,True,True,True,2,2,"[0, 2]",,right right,right right
92,True,True,True,2,2,"[2, 2]",,down down,down down
93,True,True,True,3,3,"[4, 1]",,left left down,left left down
94,False,False,False,4,4,"[2, 5]",obstacle,up left left down,up left left down
95,True,True,True,3,3,"[3, 3]",,up up left,up up left
96,True,True,True,4,4,"[3, 3]",,down down right down,down down right down
97,True,True,True,3,3,"[4, 2]",,down right right,down right right
98,True,True,True,4,4,"[2, 3]",,right up up right,right up up right
99,True,True,True,5,5,"[1, 2]",,up up up up right,up up up up right
100,True,True,True,3,3,"[1, 2]",,left left down,left left down
101,False,False,False,6,8,"[3, 5]",obstacle,down left left left left left,down left left left left left
102,True,True,True,7,7,"[5, 3]",,left left down down down down down,left left down down down down down
103,True,True,True,3,3,"[0, 1]",,up left left,up left left
104,True,True,True,3,3,"[5, 2]",,left down down,left down down
105,True,True,True,3,3,"[0, 2]",,up up right,up up right
106,True,True,True,4,4,"[2, 0]",,left left up up,left left up up
107,True,True,True,4,4,"[2, 3]",,left down down left,left down down left
108,True,True,True,4,4,"[4, 3]",,left down down left,left down down left
109,True,True,True,6,6,"[0, 1]",,right up up up up left,right up up up up left
110,True,True,True,5,5,"[4, 1]",,left left down down left,left left down down left
111,True,True,True,2,2,"[5, 4]",,right down,right down
112,True,True,True,8,8,"[1, 0]",,up up left left up left left up,up up left left up left left up
113,True,True,True,6,6,"[5, 1]",,down right down down left down,down right down down left down
114,True,True,True,5,5,"[2, 5]",,up up right up right,up up right up right
115,True,True,True,2,2,"[5, 1]",,right down,right down
116,True,True,True,6,6,"[4, 4]",,right right down right right down,right right down right right down
117,True,True,True,5,5,"[2, 3]",,right right right down down,right right right down down
118,True,True,True,5,5,"[1, 5]",,up up up right right,up up up right right
119,True,True,True,4,4,"[5, 1]",,left left down down,left left down down
120,True,True,True,6,6,"[5, 3]",,right down down right right down,right down down right right down
121,True,True,True,1,1,"[2, 3]",,right,right
122,False,False,False,6,6,"[3, 4]",obstacle,down left down down right down,down left down down right down
123,True,True,True,3,3,"[1, 3]",,left up left,left up left
124,True,True,True,7,7,"[2, 0]",,up up up left left left left,up up up left left left left
125,True,True,True,1,1,"[4, 5]",,down,down
126,True,True,True,3,3,"[0, 3]",,up up left,up up left
127,True,True,True,2,2,"[0, 3]",,up left,up left
128,True,True,True,5,5,"[4, 0]",,up left left left left,up left left left left
129,True,True,True,8,8,"[4, 5]",,right right right down right right down down,right right right down right right down down
130,True,True,True,6,6,"[5, 5]",,right right right right right down,right right right right right down
131,True,True,True,6,6,"[1, 2]",,down down left left up left,down down left left up left
132,True,True,True,6,6,"[0, 5]",,up up right right right right,up up right right right right
133,True,True,True,9,9,"[0, 5]",,up up up up right right right right right,up up up up right right right right right
134,True,True,True,3,3,"[3, 4]",,right down down,right down down
135,True,True,True,7,7,"[5, 4]",,right right down down down down down,right right down down down down down
136,True,True,True,5,5,"[4, 5]",,right down down down right,right down down down right
137,False,False,False,5,7,"[4, 2]",obstacle,right down right right right,right down right right right
138,True,True,True,6,6,"[3, 5]",,up up right right right right,up up right right right right
139,True,True,True,3,3,"[3, 4]",,right up up,right up up
140,True,True,True,1,1,"[2, 3]",,up,up
141,True,True,True,3,3,"[1, 3]",,up left left,up left left
142,True,True,True,1,1,"[5, 5]",,right,right
143,True,True,True,5,5,"[0, 3]",,up up up left left,up up up left left
144,True,True,True,2,2,"[1, 2]",,right right,right right
145,True,True,True,3,3,"[1, 3]",,left left down,left left down
146,True,True,True,5,5,"[0, 5]",,up right right right right,up right right right right
147,True,True,True,2,2,"[2, 3]",,down down,down down
148,False,False,False,5,5,"[1, 2]",obstacle,up left left left down,up left left left down
149,True,True,True,3,3,"[3, 2]",,up right right,up right right
150,True,True,True,1,1,"[3, 2]",,up,up
151,True,True,True,3,3,"[4, 3]",,right up right,right up right
152,True,True,True,4,4,"[0, 0]",,up up up up,up up up up
153,True,True,True,4,4,"[0, 3]",,up up up right,up up up right
154,True,True,True,7,7,"[0, 2]",,left up up up up up left,left up up up up up left
155,True,True,True,5,5,"[3, 2]",,right right down down down,right right down down down
156,True,True,True,4,4,"[2, 0]",,left up up up,left up up up
157,True,True,True,1,1,"[4, 2]",,down,down
158,True,True,True,3,3,"[2, 4]",,left down down,left down down
159,True,True,True,5,5,"[0, 0]",,left down left left up,left down left left up
160,True,True,True,5,5,"[1, 1]",,up up up left left,up up up left left
161,True,True,True,1,1,"[5, 4]",,down,down
162,True,True,True,5,5,"[3, 5]",,right right up up right,right right up up right
163,True,True,True,3,3,"[5, 1]",,down down down,down down down
164,True,True,True,5,5,"[3, 1]",,left left up up left,left left up up left
165,True,True,True,3,3,"[2, 0]",,left left left,left left left
166,True,True,True,4,4,"[1, 0]",,up left left left,up left left left
167,True,True,True,5,5,"[0, 4]",,up up up up up,up up up up up
168,True,True,True,4,4,"[0, 5]",,right right up right,right right up right
169,True,True,True,3,3,"[2, 0]",,left left down,left left down
170,True,True,True,6,6,"[2, 4]",,up right up right up right,up right up right up right
171,True,True,True,5,5,"[3, 5]",,down right right right right,down right right right right
172,True,True,True,7,7,"[0, 5]",,up up up up up right right,up up up up up right right
173,True,True,True,6,6,"[3, 5]",,right down right right right right,right down right right right right
174,True,True,True,5,5,"[4, 1]",,left left down down down,left left down down down
175,True,True,True,2,2,"[4, 2]",,right down,right down
176,True,True,True,1,1,"[4, 4]",,left,left
177,True,True,True,3,3,"[3, 2]",,left left left,left left left
178,True,True,True,4,4,"[4, 1]",,left left left down,left left left down
179,True,True,True,4,4,"[4, 0]",,up left left left,up left left left
180,True,True,True,5,5,"[2, 4]",,right down right down right,right down right down right
183,True,True,True,8,8,"[0, 5]",,up up up up right right right right,up up up up right right right right
184,True,True,True,3,3,"[2, 2]",,up up up,up up up
185,True,True,True,5,5,"[3, 0]",,left left down left down,left left down left down
186,True,True,True,6,6,"[2, 5]",,right right right right right down,right right right right right down
187,True,True,True,2,2,"[2, 3]",,left left,left left
188,False,False,False,9,9,"[5, 2]",obstacle,right up up right up up up right right,right up up right up up up right right
189,True,True,True,4,4,"[2, 2]",,left up up up,left up up up
190,True,True,True,4,4,"[3, 0]",,left left down down,left left down down
191,True,True,True,7,7,"[2, 4]",,up up up right right right right,up up up right right right right
192,False,False,False,6,8,"[2, 2]",obstacle,right up up right right up,right up up right right up
193,True,True,True,3,3,"[0, 2]",,up left left,up left left
194,False,False,False,8,8,"[1, 3]",obstacle,left down down left left down down left,left down down left left down down left
195,True,True,True,6,6,"[2, 0]",,left left left left left down,left left left left left down
196,True,True,True,6,6,"[3, 2]",,down right right up up left,down right right up up left
197,True,True,True,6,6,"[3, 3]",,right down right right down down,right down right right down down
198,True,True,True,4,4,"[4, 2]",,down down down down,down down down down
199,True,True,True,4,4,"[4, 0]",,left left left down,left left left down
200,True,True,True,1,1,"[5, 3]",,left,left
201,True,True,True,6,6,"[0, 3]",,left up up up up right,left up up up up right
202,True,True,True,4,4,"[4, 0]",,up left left left,up left left left
203,True,True,True,6,6,"[5, 0]",,left left left left left down,left left left left left down
204,True,True,True,4,4,"[0, 0]",,up left left left,up left left left
205,True,True,True,5,5,"[2, 4]",,right right right right down,right right right right down
206,True,True,True,5,5,"[0, 1]",,up up up up right,up up up up right
207,True,True,True,2,2,"[1, 1]",,right down,right down
208,True,True,True,8,8,"[3, 5]",,right right right down right right down down,right right right down right right down down
209,True,True,True,3,3,"[1, 5]",,up up up,up up up
210,True,True,True,5,5,"[5, 0]",,left left left left down,left left left left down
211,True,True,True,1,1,"[3, 1]",,down,down
212,True,True,True,1,1,"[2, 3]",,left,left
213,True,True,True,4,4,"[3, 0]",,left left down down,left left down down
214,True,True,True,2,2,"[0, 2]",,right up,right up
215,True,True,True,6,6,"[2, 5]",,up up right right right right,up up right right right right
216,True,True,True,1,1,"[0, 1]",,up,up
217,True,True,True,5,5,"[0, 1]",,up up up up left,up up up up left
218,True,True,True,6,6,"[0, 2]",,up up up up left left,up up up up left left
219,True,True,True,7,7,"[5, 3]",,right right right down down down down,right right right down down down down
220,False,False,False,6,6,"[3, 0]",obstacle,up right right right right down,up right right right right down
221,True,True,True,5,5,"[1, 5]",,up up up up right,up up up up right
222,True,True,True,8,8,"[0, 0]",,up up left left left up up left,up up left left left up up left
223,True,True,True,7,7,"[0, 5]",,right right right right right up up,right right right right right up up
224,False,False,False,6,6,"[0, 3]",obstacle,left left up left left down,left left up left left down
225,True,True,True,5,5,"[1, 3]",,up up left up up,up up left up up
226,True,True,True,3,3,"[2, 2]",,up right up,up right up
227,True,True,True,4,4,"[4, 0]",,down down down down,down down down down
228,True,True,True,3,3,"[4, 3]",,left down down,left down down
229,True,True,True,3,3,"[2, 4]",,up left up,up left up
230,True,True,True,4,4,"[3, 5]",,down right down right,down right down right
231,True,True,True,4,4,"[3, 0]",,down down left left,down down left left
232,True,True,True,2,2,"[3, 4]",,right right,right right
233,True,True,True,5,5,"[4, 5]",,right right right down down,right right right down down
234,True,True,True,3,3,"[5, 0]",,down left left,down left left
235,False,False,False,2,1,"[5, 1]",obstacle,right up,right up
236,True,True,True,3,3,"[2, 2]",,right down down,right down down
237,True,True,True,4,4,"[3, 2]",,down down down left,down down down left
238,True,True,True,6,6,"[5, 4]",,right down down down down down,right down down down down down
239,True,True,True,3,3,"[2, 1]",,up up right,up up right
240,True,True,True,7,7,"[3, 1]",,left left left left down down down,left left left left down down down
241,True,True,True,6,6,"[5, 3]",,right right right down down down,right right right down down down
242,True,True,True,5,5,"[3, 1]",,up left left left left,up left left left left
243,True,True,True,1,1,"[3, 4]",,left,left
244,True,True,True,6,6,"[3, 2]",,left down down left left down,left down down left left down
245,True,True,True,5,5,"[4, 4]",,left down down down down,left down down down down
246,True,True,True,2,2,"[3, 1]",,up right,up right
247,True,True,True,3,3,"[3, 5]",,up up right,up up right
248,True,True,True,2,2,"[2, 1]",,right down,right down
249,True,True,True,8,8,"[1, 0]",,up up up left left left up left,up up up left left left up left
250,True,True,True,2,2,"[0, 3]",,up left,up left
251,True,True,True,4,4,"[1, 0]",,left left left down,left left left down
252,True,True,True,5,5,"[3, 0]",,left left down down down,left left down down down
253,True,True,True,7,7,"[5, 3]",,down down down down left down left,down down down down left down left
254,True,True,True,7,7,"[3, 0]",,left left left left down down down,left left left left down down down
255,True,True,True,2,2,"[5, 2]",,down down,down down
256,True,True,True,4,4,"[2, 1]",,up up left up,up up left up
257,True,True,True,3,3,"[2, 0]",,up up left,up up left
258,False,False,False,4,6,"[4, 1]",obstacle,right up up left,right up up left
259,True,True,True,2,2,"[0, 5]",,up up,up up
260,True,True,True,2,2,"[2, 2]",,down left,down left
261,True,True,True,7,7,"[1, 4]",,up up up right right right right,up up up right right right right
262,True,True,True,2,2,"[5, 1]",,left down,left down
263,False,False,False,8,7,"[0, 3]",obstacle,right down right right up right right down,right down right right up right right down
264,False,True,False,6,7,"[2, 3]",,up right right right down down,up right right right down down
265,True,True,True,3,3,"[5, 2]",,down right right,down right right
266,False,False,False,7,11,"[3, 1]",obstacle,left up left left left left up,left up left left left left up
267,False,False,False,4,4,"[4, 5]",obstacle,down left down left,down left down left
268,True,True,True,3,3,"[1, 1]",,left up left,left up left
269,True,True,True,1,1,"[1, 5]",,right,right
270,True,True,True,6,6,"[0, 1]",,up up up up up left,up up up up up left
271,True,True,True,4,4,"[1, 2]",,up up up left,up up up left
272,True,True,True,5,5,"[3, 1]",,left left down down down,left left down down down
273,True,True,True,5,5,"[4, 5]",,right down right right right,right down right right right
274,False,False,False,6,6,"[2, 3]",obstacle,left left down down down left,left left down down down left
275,True,True,True,6,6,"[3, 4]",,right right down right down down,right right down right down down
276,True,True,True,7,7,"[1, 1]",,up left up up left up left,up left up up left up left
277,True,True,True,2,2,"[1, 0]",,up left,up left
278,False,False,False,6,6,"[0, 4]",obstacle,up left left left left down,up left left left left down
279,True,True,True,1,1,"[5, 2]",,down,down
280,True,True,True,4,4,"[4, 1]",,left up left left,left up left left
281,True,True,True,8,8,"[4, 0]",,left down down down down left left left,left down down down down left left left
282,True,True,True,6,6,"[4, 0]",,left left down left down down,left left down left down down
283,True,True,True,2,2,"[2, 3]",,down down,down down
284,True,True,True,2,2,"[1, 3]",,up up,up up
285,True,True,True,1,1,"[5, 0]",,left,left
286,True,True,True,3,3,"[5, 0]",,left left down,left left down
287,True,True,True,4,4,"[4, 4]",,down down down down,down down down down
288,True,True,True,3,3,"[2, 1]",,left down down,left down down
289,True,True,True,1,1,"[2, 4]",,left,left
290,True,True,True,5,5,"[0, 5]",,right up up up right,right up up up right
291,True,True,True,3,3,"[3, 4]",,up up right,up up right
292,True,True,True,3,3,"[4, 3]",,left left down,left left down
293,True,True,True,5,5,"[1, 1]",,left left up left left,left left up left left
294,True,True,True,1,1,"[1, 4]",,right,right
295,True,True,True,5,5,"[3, 3]",,up up right right right,up up right right right
296,True,True,True,4,4,"[1, 2]",,up up up up,up up up up
297,True,True,True,2,2,"[1, 1]",,up right,up right
298,True,True,True,2,2,"[0, 3]",,up left,up left
299,True,True,True,1,1,"[1, 0]",,up,up
300,True,True,True,4,4,"[0, 3]",,up right up right,up right up right
301,True,True,True,7,7,"[3, 0]",,left left left left down down left,left left left left down down left
302,True,True,True,1,1,"[3, 4]",,down,down
303,True,True,True,5,5,"[4, 5]",,right right right right right,right right right right right
304,False,False,False,0,5,"[0, 3]",invalid_action,,Goal not reachable
305,True,True,True,4,4,"[0, 0]",,left up up left,left up up left
306,True,True,True,2,2,"[3, 0]",,up up,up up
307,True,True,True,6,6,"[3, 1]",,left left down down down left,left left down down down left
308,True,True,True,8,8,"[4, 0]",,left left down down down left down left,left left down down down left down left
309,True,True,True,5,5,"[4, 5]",,right down right down down,right down right down down
310,True,True,True,7,7,"[1, 1]",,up up left up left left left,up up left up left left left
311,True,True,True,2,2,"[3, 5]",,right right,right right
312,True,True,True,5,5,"[5, 0]",,left left left down left,left left left down left
313,True,True,True,7,7,"[4, 4]",,right right down down down right down,right right down down down right down
314,True,True,True,1,1,"[5, 1]",,right,right
315,True,True,True,4,4,"[0, 5]",,up up up right,up up up right
316,True,True,True,5,5,"[2, 3]",,up left up up left,up left up up left
317,True,True,True,2,2,"[1, 2]",,left left,left left
318,True,True,True,4,4,"[1, 3]",,down right right right,down right right right
319,True,True,True,6,6,"[0, 5]",,left up up up up right,left up up up up right
320,True,True,True,4,4,"[3, 2]",,right up up right,right up up right
321,True,True,True,2,2,"[5, 1]",,left down,left down
322,True,True,True,7,7,"[3, 0]",,left up left left left left down,left up left left left left down
323,True,True,True,2,2,"[4, 3]",,right right,right right
324,True,True,True,3,3,"[1, 1]",,up left up,up left up
325,True,True,True,3,3,"[3, 1]",,down down down,down down down
326,True,True,True,4,4,"[1, 3]",,right right right down,right right right down
327,True,True,True,8,8,"[0, 1]",,up up up up left left left up,up up up up left left left up
328,True,True,True,3,3,"[3, 4]",,up up right,up up right
329,True,True,True,5,5,"[0, 3]",,right down right right up,right down right right up
330,True,True,True,3,3,"[2, 3]",,up left left,up left left
331,True,True,True,4,4,"[3, 3]",,right down right right,right down right right
332,True,True,True,1,1,"[4, 1]",,right,right
333,True,True,True,4,4,"[3, 2]",,right down down down,right down down down
334,True,True,True,3,3,"[2, 4]",,left down down,left down down
335,True,True,True,6,6,"[2, 5]",,right right down right right right,right right down right right right
336,True,True,True,2,2,"[3, 4]",,up left,up left
337,True,True,True,3,3,"[5, 3]",,down down down,down down down
338,True,True,True,5,5,"[0, 1]",,up up up up left,up up up up left
339,True,True,True,3,3,"[0, 0]",,up up left,up up left
340,True,True,True,4,4,"[0, 5]",,up up right right,up up right right
341,True,True,True,3,3,"[3, 3]",,left down down,left down down
342,True,True,True,3,3,"[3, 2]",,right right down,right right down
343,True,True,True,1,1,"[0, 4]",,up,up
344,True,True,True,5,5,"[2, 4]",,right right up up left,right right up up left
345,True,True,True,1,1,"[2, 2]",,right,right
346,True,True,True,5,5,"[4, 4]",,right right down down down,right right down down down
347,True,True,True,2,2,"[0, 2]",,up left,up left
348,True,True,True,5,5,"[4, 0]",,down left left down down,down left left down down
349,True,True,True,7,7,"[0, 0]",,left down left left up left left,left down left left up left left
350,True,True,True,4,4,"[2, 2]",,up up right right,up up right right
351,True,True,True,2,2,"[2, 2]",,up left,up left
352,True,True,True,5,5,"[5, 0]",,left down down down down,left down down down down
353,True,True,True,4,4,"[5, 1]",,left left down down,left left down down
354,True,True,True,7,7,"[3, 4]",,right right right down down right down,right right right down down right down
355,True,True,True,8,8,"[5, 0]",,left left down left left left down down,left left down left left left down down
356,True,True,True,4,4,"[5, 2]",,down right down down,down right down down
357,True,True,True,3,3,"[3, 3]",,right down right,right down right
358,True,True,True,4,4,"[5, 4]",,left down down right,left down down right
359,True,True,True,6,6,"[5, 0]",,left left down down down down,left left down down down down
360,True,True,True,5,5,"[4, 1]",,down left down down down,down left down down down
361,True,True,True,5,5,"[0, 4]",,up up up right right,up up up right right
362,False,False,False,7,7,"[2, 4]",obstacle,right down down left down down down,right down down left down down down
363,True,True,True,2,2,"[2, 4]",,up up,up up
364,True,True,True,2,2,"[0, 4]",,right right,right right
365,True,True,True,4,4,"[0, 5]",,right right right right,right right right right
366,True,True,True,2,2,"[0, 2]",,left left,left left
367,True,True,True,5,5,"[1, 4]",,left up up up up,left up up up up
368,True,True,True,3,3,"[4, 3]",,right down down,right down down
369,True,True,True,3,3,"[4, 1]",,right down down,right down down
370,True,True,True,3,3,"[4, 4]",,right right right,right right right
371,True,True,True,4,4,"[1, 3]",,up up left left,up up left left
372,True,True,True,1,1,"[1, 1]",,right,right
373,True,True,True,2,2,"[1, 1]",,right down,right down
374,True,True,True,5,5,"[3, 1]",,up left left up left,up left left up left
375,True,True,True,1,1,"[0, 3]",,up,up
376,True,True,True,9,9,"[0, 5]",,up up up up up right right right right,up up up up up right right right right
377,True,True,True,4,4,"[2, 2]",,up up up left,up up up left
378,True,True,True,2,2,"[4, 0]",,left left,left left
379,True,True,True,3,3,"[1, 4]",,right right right,right right right
380,True,True,True,4,4,"[2, 3]",,up right right right,up right right right
381,True,True,True,7,7,"[5, 3]",,down right right down right down down,down right right down right down down
382,True,True,True,6,6,"[1, 4]",,up right right right down right,up right right right down right
383,True,True,True,5,5,"[3, 3]",,down right right down right,down right right down right
384,True,True,True,9,9,"[4, 0]",,left left left left down down left down down,left left left left down down left down down
385,True,True,True,3,3,"[1, 1]",,up up up,up up up
386,True,True,True,4,4,"[4, 3]",,down down right right,down down right right
387,True,True,True,7,7,"[5, 3]",,down down right right down down right,down down right right down down right
388,True,True,True,6,6,"[0, 2]",,up up up left up left,up up up left up left
389,True,True,True,7,7,"[1, 0]",,up left left left left up up,up left left left left up up
390,True,True,True,3,3,"[4, 2]",,right right down,right right down
391,True,True,True,4,4,"[1, 0]",,left up up left,left up up left
392,True,True,True,3,3,"[4, 4]",,down right right,down right right
393,True,True,True,2,2,"[4, 2]",,right right,right right
394,True,True,True,4,4,"[5, 3]",,right right down down,right right down down
395,True,True,True,4,4,"[3, 1]",,left down down left,left down down left
396,True,True,True,5,5,"[0, 2]",,up up left left up,up up left left up
397,True,True,True,7,7,"[2, 5]",,right up right right right up right,right up right right right up right
398,False,False,False,7,7,"[3, 3]",obstacle,right up up up up right up,right up up up up right up
399,True,True,True,2,2,"[0, 2]",,right right,right right
400,True,True,True,3,3,"[1, 0]",,left left left,left left left
401,True,True,True,4,4,"[1, 0]",,up up up left,up up up left
402,True,True,True,3,3,"[1, 5]",,right right right,right right right
403,True,True,True,1,1,"[5, 4]",,down,down
404,True,True,True,4,4,"[1, 0]",,left up up up,left up up up
405,False,False,False,6,8,"[4, 3]",obstacle,right up up up up right,right up up up up right
406,True,True,True,6,6,"[2, 5]",,up up right right right down,up up right right right down
407,False,False,False,5,13,"[4, 3]",obstacle,left left up up right,left left up up right
408,True,True,True,1,1,"[5, 0]",,left,left
409,True,True,True,6,6,"[2, 1]",,up up up left left left,up up up left left left
411,True,True,True,2,2,"[4, 4]",,left down,left down
412,True,True,True,5,5,"[2, 4]",,up right up up right,up right up up right
413,True,True,True,6,6,"[5, 1]",,left left down left left down,left left down left left down
414,True,True,True,4,4,"[2, 5]",,right right right right,right right right right
415,True,True,True,4,4,"[3, 4]",,right up right right,right up right right
416,True,True,True,4,4,"[1, 0]",,left left down left,left left down left
417,True,True,True,2,2,"[4, 0]",,left down,left down
418,True,True,True,4,4,"[0, 2]",,up up up right,up up up right
420,True,True,True,5,5,"[5, 4]",,right right right down down,right right right down down
421,True,True,True,3,3,"[5, 4]",,left down down,left down down
422,True,True,True,3,3,"[3, 4]",,down down down,down down down
423,True,True,True,4,4,"[3, 1]",,down left down down,down left down down
425,True,True,True,3,3,"[3, 2]",,left down down,left down down
426,True,True,True,3,3,"[5, 2]",,left left down,left left down
427,True,True,True,4,4,"[3, 1]",,left left left left,left left left left
428,True,True,True,4,4,"[4, 4]",,right up right right,right up right right
429,True,True,True,2,2,"[1, 1]",,right down,right down
430,True,True,True,4,4,"[1, 3]",,up up left left,up up left left
431,True,True,True,4,4,"[1, 5]",,up right up up,up right up up
432,True,True,True,2,2,"[1, 3]",,left left,left left
433,True,True,True,2,2,"[1, 1]",,up up,up up
434,True,True,True,6,6,"[3, 4]",,right up right right right down,right up right right right down
435,True,True,True,2,2,"[4, 1]",,down down,down down
436,True,True,True,4,4,"[0, 4]",,up up up up,up up up up
437,True,True,True,2,2,"[1, 4]",,up right,up right
438,True,True,True,6,6,"[2, 3]",,up up right right up right,up up right right up right
439,True,True,True,4,4,"[1, 0]",,left down left left,left down left left
440,True,True,True,4,4,"[3, 4]",,down right right down,down right right down
441,True,True,True,4,4,"[3, 4]",,right down down down,right down down down
442,False,False,False,5,9,"[0, 1]",obstacle,right down down down right,right down down down right
443,True,True,True,1,1,"[1, 4]",,right,right
444,True,True,True,4,4,"[2, 0]",,left up left left,left up left left
445,True,True,True,6,6,"[1, 0]",,up up left left left left,up up left left left left
