idx,success,feasible,optimal,action_count,optimal_length,end,error,actions,prediction
41,True,True,True,5,5,"[5, 2]",,down right down down right,down right down down right 
42,False,False,False,8,9,"[2, 0]",obstacle,up up up up right right up right,up up up up right right up right 
43,False,True,False,8,9,"[4, 1]",,left left left down down down left down,left left left down down down left down 
44,True,True,True,4,4,"[4, 6]",,down down down down,down down down down 
45,True,True,True,1,1,"[5, 5]",,right,right 
46,False,False,False,9,9,"[1, 5]",obstacle,up up up up left left up left left,up up up up left left up leftleft 
47,False,False,False,8,10,"[3, 5]",obstacle,up up up left left left right left,up up up left left left right left 
48,True,True,True,4,4,"[2, 4]",,right right right right,right right right right 
49,True,True,True,6,6,"[1, 2]",,up up up up left left,up up up up left left 
50,False,True,False,1,2,"[4, 5]",,left,left 
51,True,True,True,1,1,"[4, 5]",,up,up 
52,True,True,True,5,5,"[0, 0]",,up up up up left,up up up up left 
53,False,True,False,4,6,"[0, 4]",,up right right right,up right right right 
54,False,True,False,6,9,"[0, 3]",,up up up right right right,up up up right right right 
55,False,True,False,10,10,"[1, 1]",,up up up left up up down left left left,up up up left up up down left left left 
56,False,False,False,7,9,"[0, 3]",obstacle,right down down down right down down,right down down down right down down 
57,False,False,False,9,11,"[2, 3]",obstacle,up up up up right right right up right,up up up up right right right up right 
58,False,True,False,5,7,"[3, 5]",,up up right up right,up up right up right 
59,False,True,False,7,6,"[3, 5]",,up up right right right down right,up up right right right down right 
60,True,True,True,5,5,"[0, 1]",,up up left left left,up up left left left 
61,True,True,True,1,1,"[2, 0]",,up,up 
62,False,True,False,3,5,"[4, 3]",,up up right,up up right 
63,False,True,False,3,5,"[3, 4]",,up right right,up right right 
64,False,False,False,7,10,"[4, 0]",obstacle,up up right right right up right,up up right right right up right 
65,False,True,False,9,12,"[4, 1]",,left left left left down down down left down,left left left left down down down left down 
66,False,False,False,0,7,"[5, 6]",invalid_action,,Goal not reachable
67,False,True,False,10,12,"[1, 1]",,up left up up up left up left left left,up left up up up left up left left left 
68,True,True,True,7,7,"[5, 1]",,left down down down left down down,left down down down left down down 
69,False,True,False,5,9,"[4, 3]",,left left left down down,left left left down down 
70,True,True,True,5,5,"[5, 3]",,right right right down down,right right right down down 
71,False,True,False,5,8,"[2, 3]",,up up right right right,up up right right right 
72,False,False,False,8,10,"[3, 3]",obstacle,right right right down down down right down,right right right down down down right down 
73,True,True,True,1,1,"[4, 0]",,down,down 
74,False,True,False,4,5,"[1, 1]",,up left left left,up left left left 
75,True,True,True,5,5,"[1, 0]",,up up left left left,up up left left left 
76,False,True,False,6,9,"[4, 4]",,right up up right right right,right up up right right right 
77,False,True,False,5,9,"[4, 3]",,up up left left left,up up left left left 
78,True,True,True,2,2,"[0, 4]",,up right,up right 
79,True,True,True,5,5,"[1, 0]",,left left left left down,left left left left down 
80,False,True,False,9,9,"[0, 2]",,left up up up right up up left left,left up up up right up up left left 
81,True,True,True,4,4,"[0, 1]",,up up up right,up up up right 
82,True,True,True,4,4,"[1, 0]",,up up up up,up up up up 
83,True,True,True,5,5,"[3, 2]",,up up left left left,up up left left left 
84,True,True,True,4,4,"[1, 1]",,up left left left,up left left left 
85,False,False,False,4,9,"[6, 6]",obstacle,left left left left,left left left left 
86,False,True,False,6,8,"[3, 4]",,right up up right right right,right up up right right right 
87,True,True,True,2,2,"[6, 4]",,right right,right right 
88,False,False,False,9,10,"[3, 6]",obstacle,up up left up up up left left left,up up left up up up left left left 
89,True,True,True,5,5,"[5, 5]",,right right down down down,right right down down down 
90,False,True,False,6,7,"[3, 0]",,left left left down down down,left left left down down down 
91,True,True,True,3,3,"[1, 5]",,right right down,right right down 
92,True,True,True,7,7,"[3, 5]",,right right right right right down down,right right right rightright down down 
93,True,True,True,7,7,"[2, 1]",,up up up left left left left,up up up left left leftleft 
94,True,True,True,5,5,"[6, 5]",,right right right right right,right right right rightright 
95,True,True,True,4,4,"[1, 2]",,up up left left,up up left left 
96,False,True,False,8,10,"[4, 0]",,left left left left left down down down,left left left leftleft down down down 
97,False,True,False,6,9,"[2, 3]",,up up up right right right,up up up right right right 
98,False,True,False,10,11,"[5, 5]",,right down right right right down down down right down,right down right right right down down down right down 
99,False,False,False,9,10,"[2, 1]",obstacle,up up up up right right right up right,up up up up right right right up right 
