idx,success,feasible,optimal,action_count,optimal_length,end,error,actions,prediction
60,False,False,False,6,12,"[1, 1]",obstacle,right down down left down down,right down down left down down
61,False,False,False,5,11,"[1, 1]",obstacle,right down right down down,right down right down down
62,False,False,False,7,11,"[2, 2]",obstacle,up right up up up left left,up right up up up left left
63,False,False,False,7,9,"[2, 2]",obstacle,up up left left up up right,up up left left up up right
64,False,False,False,5,9,"[1, 1]",obstacle,right down down right right,right down down right right
65,False,False,False,7,9,"[2, 2]",obstacle,up up left left up up right,up up left left up up right
66,True,True,True,6,6,"[3, 0]",,left left left down left down,left left left down left down
67,True,True,True,2,2,"[0, 4]",,up up,up up
68,True,True,True,4,4,"[0, 1]",,up up left left,up up left left
69,True,True,True,7,7,"[4, 3]",,right right right down down down down,right right right down down down down
70,True,True,True,6,6,"[4, 4]",,right right right right down down,right right right right down down
71,True,True,True,6,6,"[4, 4]",,right right down down down down,right right down down down down
72,True,True,True,6,6,"[0, 0]",,up up left left left left,up up left left left left
73,True,True,True,6,6,"[0, 4]",,up up right right right up,up up right right right up
74,True,True,True,3,3,"[3, 4]",,right right right,right right right
75,True,True,True,4,4,"[2, 2]",,right right down down,right right down down
76,True,True,True,6,6,"[4, 3]",,left down down right down down,left down down right down down
77,True,True,True,7,7,"[4, 4]",,right right right right down down down,right right right right down down down
78,True,True,True,1,1,"[1, 3]",,down,down
79,True,True,True,1,1,"[2, 0]",,down,down
80,True,True,True,3,3,"[2, 1]",,left up left,left up left
81,True,True,True,5,5,"[2, 1]",,up up left left left,up up left left left
82,True,True,True,3,3,"[1, 0]",,up left left,up left left
83,True,True,True,5,5,"[4, 4]",,right right right right down,right right right right down
84,True,True,True,4,4,"[2, 0]",,left left left down,left left left down
85,True,True,True,4,4,"[0, 3]",,right up up right,right up up right
86,True,True,True,6,6,"[0, 3]",,up up up up right right,up up up up right right
87,True,True,True,6,6,"[4, 2]",,right down down down down right,right down down down down right
88,True,True,True,5,5,"[3, 0]",,left left left down down,left left left down down
89,True,True,True,2,2,"[1, 0]",,left left,left left
90,True,True,True,5,5,"[1, 4]",,up up right right right,up up right right right
91,True,True,True,6,6,"[2, 0]",,left left left left down down,left left left left down down
92,True,True,True,1,1,"[4, 2]",,down,down
93,True,True,True,6,6,"[4, 2]",,right right down down down down,right right down down down down
94,True,True,True,5,5,"[0, 1]",,up up up left left,up up up left left
95,True,True,True,5,5,"[4, 0]",,left down down left down,left down down left down
96,True,True,True,7,7,"[4, 4]",,right right right right down down down,right right right right down down down
97,True,True,True,5,5,"[1, 4]",,right up up up right,right up up up right
98,True,True,True,6,6,"[1, 4]",,up right right right right up,up right right right right up
99,True,True,True,3,3,"[4, 0]",,left down left,left down left
