idx,success,feasible,optimal,action_count,optimal_length,end,error,actions,prediction
87,True,True,True,3,3,"[0, 2]",,up up up,up up up
88,True,True,True,5,5,"[4, 3]",,right down down down down,right down down down down
89,True,True,True,4,4,"[4, 3]",,right right down down,right right down down
90,True,True,True,5,5,"[3, 1]",,down left left left down,down left left left down
91,True,True,True,2,2,"[3, 0]",,left down,left down
92,True,True,True,3,3,"[4, 1]",,left down down,left down down
93,True,True,True,2,2,"[2, 2]",,right down,right down
94,True,True,True,3,3,"[2, 3]",,down down right,down down right
95,True,True,True,7,7,"[0, 4]",,up up up right right right right,up up up right right right right
96,True,True,True,3,3,"[1, 4]",,up right up,up right up
97,True,True,True,2,2,"[4, 4]",,right right,right right
98,True,True,True,3,3,"[4, 1]",,left down down,left down down
99,True,True,True,3,3,"[2, 1]",,up up right,up up right
100,True,True,True,3,3,"[2, 4]",,right right right,right right right
101,True,True,True,5,5,"[0, 2]",,up up left up up,up up left up up
102,True,True,True,2,2,"[3, 3]",,up left,up left
103,True,True,True,1,1,"[2, 1]",,right,right
104,True,True,True,2,2,"[0, 2]",,up right,up right
105,True,True,True,4,4,"[3, 2]",,right down down down,right down down down
106,True,True,True,3,3,"[3, 0]",,left left left,left left left
107,True,True,True,1,1,"[3, 1]",,right,right
108,True,True,True,3,3,"[0, 1]",,left left left,left left left
109,True,True,True,8,8,"[0, 0]",,up up up up left left left left,up up up up left left left left
110,True,True,True,1,1,"[2, 2]",,left,left
111,True,True,True,4,4,"[0, 3]",,up right right right,up right right right
112,True,True,True,3,3,"[2, 2]",,left down down,left down down
113,True,True,True,5,5,"[2, 4]",,right right down right right,right right down right right
114,True,True,True,3,3,"[2, 3]",,right right right,right right right
115,True,True,True,5,5,"[0, 2]",,up up up right right,up up up right right
116,True,True,True,5,5,"[4, 4]",,down right right down down,down right right down down
117,True,True,True,3,3,"[4, 1]",,down down down,down down down
118,True,True,True,2,2,"[3, 2]",,up left,up left
119,True,True,True,6,6,"[3, 1]",,left left left down down down,left left left down down down
120,True,True,True,4,4,"[0, 4]",,up up right right,up up right right
121,True,True,True,3,3,"[1, 4]",,up up up,up up up
122,True,True,True,2,2,"[0, 1]",,left left,left left
123,True,True,True,7,7,"[4, 4]",,right right right right down down down,right right right right down down down
124,True,True,True,3,3,"[3, 1]",,left down down,left down down
125,True,True,True,1,1,"[3, 2]",,right,right
126,True,True,True,2,2,"[2, 3]",,down down,down down
127,True,True,True,3,3,"[0, 4]",,up up up,up up up
128,True,True,True,2,2,"[4, 4]",,right right,right right
129,True,True,True,3,3,"[3, 4]",,down down down,down down down
130,True,True,True,2,2,"[4, 0]",,left left,left left
131,True,True,True,4,4,"[0, 2]",,up up up right,up up up right
132,True,True,True,4,4,"[2, 0]",,left left left down,left left left down
133,True,True,True,2,2,"[3, 3]",,down down,down down
134,True,True,True,4,4,"[2, 4]",,up up right right,up up right right
135,True,True,True,3,3,"[1, 0]",,up left left,up left left
136,True,True,True,2,2,"[1, 2]",,left left,left left
137,True,True,True,6,6,"[4, 3]",,right right down down down down,right right down down down down
138,True,True,True,5,5,"[4, 1]",,left left down down down,left left down down down
139,True,True,True,3,3,"[3, 0]",,left left left,left left left
140,True,True,True,5,5,"[2, 0]",,left left down left down,left left down left down
141,True,True,True,4,4,"[0, 2]",,up up up right,up up up right
142,True,True,True,3,3,"[3, 3]",,up right right,up right right
143,True,True,True,2,2,"[4, 0]",,down down,down down
144,True,True,True,1,1,"[1, 2]",,left,left
145,True,True,True,2,2,"[0, 1]",,up up,up up
146,True,True,True,1,1,"[4, 1]",,right,right
147,True,True,True,5,5,"[4, 4]",,right right right right down,right right right right down
148,True,True,True,1,1,"[2, 4]",,down,down
149,True,True,True,2,2,"[0, 1]",,up up,up up
150,True,True,True,3,3,"[3, 2]",,left left down,left left down
151,True,True,True,2,2,"[0, 0]",,up left,up left
152,True,True,True,3,3,"[1, 0]",,left left left,left left left
153,True,True,True,1,1,"[1, 0]",,up,up
154,True,True,True,2,2,"[3, 4]",,down down,down down
155,True,True,True,4,4,"[4, 4]",,right right down down,right right down down
156,True,True,True,2,2,"[2, 4]",,up up,up up
157,True,True,True,2,2,"[1, 3]",,right down,right down
158,True,True,True,3,3,"[0, 2]",,up up up,up up up
159,True,True,True,6,6,"[2, 0]",,up left left left left up,up left left left left up
160,True,True,True,3,3,"[2, 3]",,right down down,right down down
161,True,True,True,7,7,"[0, 1]",,up up up up left left left,up up up up left left left
162,True,True,True,6,6,"[4, 3]",,right right down down down down,right right down down down down
163,True,True,True,3,3,"[0, 4]",,up right right,up right right
164,True,True,True,1,1,"[0, 1]",,right,right
165,True,True,True,2,2,"[2, 3]",,up right,up right
166,True,True,True,3,3,"[3, 1]",,left down left,left down left
167,True,True,True,7,7,"[4, 1]",,left left down down down left down,left left down down down left down
168,True,True,True,3,3,"[0, 0]",,up up up,up up up
169,True,True,True,5,5,"[1, 4]",,up up up right right,up up up right right
170,True,True,True,4,4,"[4, 2]",,left left down down,left left down down
171,True,True,True,1,1,"[0, 4]",,up,up
172,True,True,True,1,1,"[0, 4]",,up,up
173,True,True,True,2,2,"[1, 0]",,left down,left down
174,True,True,True,2,2,"[0, 0]",,up left,up left
175,True,True,True,4,4,"[3, 0]",,up left left left,up left left left
176,True,True,True,6,6,"[1, 3]",,up up up right right right,up up up right right right
177,True,True,True,4,4,"[4, 0]",,left left left down,left left left down
178,True,True,True,4,4,"[4, 2]",,down right right down,down right right down
179,True,True,True,5,5,"[3, 1]",,left down down down left,left down down down left
180,True,True,True,6,6,"[3, 4]",,right right down down right down,right right down down right down
181,True,True,True,5,5,"[1, 0]",,up up up left left,up up up left left
182,True,True,True,2,2,"[1, 1]",,up right,up right
183,True,True,True,1,1,"[4, 0]",,left,left
184,True,True,True,4,4,"[2, 2]",,up up right right,up up right right
185,True,True,True,5,5,"[4, 0]",,left left left down down,left left left down down
186,True,True,True,7,7,"[0, 1]",,up up left up up left left,up up left up up left left
187,True,True,True,6,6,"[3, 0]",,left left left down down down,left left left down down down
188,True,True,True,8,8,"[4, 0]",,left left left left down down down down,left left left left down down down down
189,True,True,True,6,6,"[3, 1]",,left left left down down down,left left left down down down
190,True,True,True,7,7,"[4, 3]",,right right right down down down down,right right right down down down down
191,True,True,True,2,2,"[2, 0]",,left down,left down
192,True,True,True,4,4,"[1, 3]",,up up up right,up up up right
193,True,True,True,1,1,"[1, 0]",,left,left
194,True,True,True,3,3,"[2, 1]",,right down down,right down down
195,True,True,True,4,4,"[2, 4]",,right right right right,right right right right
196,True,True,True,3,3,"[0, 3]",,left up up,left up up
197,True,True,True,4,4,"[0, 3]",,up left up up,up left up up
198,True,True,True,7,7,"[0, 0]",,up left up up left left left,up left up up left left left
199,True,True,True,2,2,"[1, 1]",,left left,left left
200,True,True,True,2,2,"[0, 2]",,up right,up right
201,True,True,True,1,1,"[3, 0]",,up,up
202,True,True,True,1,1,"[0, 0]",,up,up
203,True,True,True,4,4,"[2, 1]",,up left left left,up left left left
204,True,True,True,1,1,"[2, 3]",,right,right
205,True,True,True,5,5,"[3, 0]",,left left left down down,left left left down down
206,True,True,True,4,4,"[0, 3]",,up up up up,up up up up
207,True,True,True,5,5,"[2, 0]",,left left left down down,left left left down down
208,True,True,True,1,1,"[4, 3]",,down,down
209,True,True,True,4,4,"[4, 1]",,left left left down,left left left down
210,True,True,True,5,5,"[0, 1]",,up up up up right,up up up up right
211,True,True,True,3,3,"[3, 3]",,right right down,right right down
212,True,True,True,3,3,"[0, 4]",,up up right,up up right
213,True,True,True,1,1,"[3, 0]",,up,up
214,True,True,True,2,2,"[4, 2]",,right down,right down
215,True,True,True,2,2,"[2, 2]",,down down,down down
216,True,True,True,5,5,"[0, 1]",,up up up up right,up up up up right
217,True,True,True,2,2,"[3, 3]",,right right,right right
218,True,True,True,4,4,"[3, 0]",,left down down down,left down down down
219,True,True,True,6,6,"[4, 1]",,left left down left down down,left left down left down down
220,True,True,True,4,4,"[3, 1]",,down down right down,down down right down
221,True,True,True,3,3,"[2, 1]",,down down left,down down left
222,True,True,True,4,4,"[1, 0]",,left left left down,left left left down
223,True,True,True,5,5,"[0, 4]",,up right right right right,up right right right right
224,True,True,True,5,5,"[1, 0]",,left left left left up,left left left left up
225,True,True,True,4,4,"[2, 1]",,up up left left,up up left left
226,True,True,True,3,3,"[0, 2]",,up right right,up right right
227,True,True,True,5,5,"[2, 0]",,left left down left left,left left down left left
228,True,True,True,6,6,"[3, 4]",,down right right right right down,down right right right right down
229,True,True,True,4,4,"[3, 4]",,up right right right,up right right right
230,True,True,True,4,4,"[1, 3]",,up right up right,up right up right
231,True,True,True,6,6,"[3, 0]",,left left down left left down,left left down left left down
232,True,True,True,6,6,"[4, 2]",,left left down down down down,left left down down down down
233,True,True,True,4,4,"[3, 3]",,right down down down,right down down down
234,True,True,True,3,3,"[1, 3]",,up up up,up up up
235,True,True,True,5,5,"[4, 1]",,down down left down down,down down left down down
236,True,True,True,2,2,"[3, 4]",,right down,right down
237,True,True,True,4,4,"[3, 1]",,left left left down,left left left down
238,True,True,True,6,6,"[1, 4]",,up up right up right right,up up right up right right
239,True,True,True,5,5,"[2, 0]",,left left left down down,left left left down down
240,True,True,True,7,7,"[4, 0]",,left left left left down down down,left left left left down down down
241,True,True,True,2,2,"[2, 3]",,up left,up left
242,True,True,True,4,4,"[1, 3]",,up up up left,up up up left
243,True,True,True,3,3,"[2, 0]",,left down down,left down down
244,True,True,True,6,6,"[4, 1]",,left left down down down down,left left down down down down
245,True,True,True,6,6,"[0, 2]",,up left up up up right,up left up up up right
246,True,True,True,3,3,"[0, 3]",,right right right,right right right
247,True,True,True,3,3,"[4, 2]",,down right down,down right down
248,True,True,True,3,3,"[1, 1]",,left up up,left up up
249,True,True,True,1,1,"[1, 1]",,down,down
250,True,True,True,2,2,"[3, 0]",,up left,up left
251,True,True,True,6,6,"[3, 0]",,left left left left down down,left left left left down down
252,True,True,True,2,2,"[2, 0]",,left down,left down
253,True,True,True,5,5,"[3, 4]",,up right right right right,up right right right right
254,True,True,True,3,3,"[0, 0]",,up up up,up up up
255,True,True,True,5,5,"[0, 1]",,up up up up right,up up up up right
256,True,True,True,4,4,"[2, 4]",,right right down down,right right down down
257,True,True,True,3,3,"[3, 0]",,left down down,left down down
258,True,True,True,3,3,"[1, 4]",,up up right,up up right
259,True,True,True,7,7,"[0, 0]",,up up up left left left left,up up up left left left left
260,True,True,True,2,2,"[1, 1]",,left down,left down
261,True,True,True,3,3,"[4, 0]",,left down down,left down down
262,True,True,True,1,1,"[4, 2]",,right,right
263,True,True,True,6,6,"[4, 2]",,right down down down right down,right down down down right down
264,True,True,True,2,2,"[1, 1]",,up up,up up
265,True,True,True,3,3,"[1, 1]",,left left down,left left down
266,True,True,True,3,3,"[4, 4]",,right right right,right right right
267,True,True,True,5,5,"[2, 4]",,right right right up right,right right right up right
268,True,True,True,3,3,"[3, 1]",,down down down,down down down
269,True,True,True,2,2,"[3, 2]",,left left,left left
270,True,True,True,1,1,"[0, 3]",,right,right
271,True,True,True,1,1,"[1, 3]",,down,down
272,True,True,True,2,2,"[3, 4]",,right down,right down
273,True,True,True,4,4,"[3, 1]",,left left down down,left left down down
274,True,True,True,4,4,"[1, 0]",,left left left left,left left left left
275,True,True,True,6,6,"[1, 0]",,up up left left left left,up up left left left left
276,True,True,True,3,3,"[0, 0]",,up left left,up left left
277,True,True,True,2,2,"[2, 1]",,right down,right down
278,True,True,True,1,1,"[0, 1]",,up,up
279,True,True,True,7,7,"[0, 0]",,left up up up up left left,left up up up up left left
280,True,True,True,4,4,"[0, 1]",,up up up up,up up up up
281,True,True,True,4,4,"[3, 0]",,left left down down,left left down down
282,True,True,True,4,4,"[3, 2]",,up left left down,up left left down
283,True,True,True,5,5,"[0, 1]",,up up left left left,up up left left left
284,True,True,True,2,2,"[3, 4]",,right down,right down
285,True,True,True,6,6,"[4, 3]",,right down down down down right,right down down down down right
286,True,True,True,1,1,"[2, 1]",,right,right
287,True,True,True,2,2,"[4, 1]",,down down,down down
288,True,True,True,1,1,"[0, 1]",,up,up
289,True,True,True,3,3,"[4, 0]",,left left left,left left left
290,True,True,True,1,1,"[0, 2]",,up,up
291,True,True,True,4,4,"[2, 3]",,right right right down,right right right down
292,True,True,True,3,3,"[1, 4]",,up right right,up right right
293,True,True,True,3,3,"[2, 1]",,left left down,left left down
294,True,True,True,4,4,"[2, 3]",,left up up right,left up up right
295,True,True,True,2,2,"[3, 0]",,up left,up left
296,True,True,True,3,3,"[0, 4]",,up right right,up right right
297,True,True,True,4,4,"[4, 1]",,down down down down,down down down down
298,True,True,True,2,2,"[0, 3]",,up left,up left
299,True,True,True,1,1,"[2, 1]",,right,right
300,True,True,True,4,4,"[4, 2]",,right right down down,right right down down
301,True,True,True,5,5,"[1, 1]",,up up left left left,up up left left left
302,True,True,True,4,4,"[2, 3]",,right right down down,right right down down
303,True,True,True,3,3,"[1, 3]",,right right right,right right right
304,True,True,True,3,3,"[1, 3]",,right right down,right right down
305,True,True,True,1,1,"[3, 1]",,up,up
306,True,True,True,2,2,"[2, 1]",,up up,up up
307,True,True,True,3,3,"[0, 4]",,up up up,up up up
308,True,True,True,2,2,"[0, 2]",,up up,up up
309,True,True,True,5,5,"[2, 0]",,up left left left left,up left left left left
310,True,True,True,4,4,"[3, 2]",,left left down down,left left down down
311,True,True,True,4,4,"[3, 1]",,left down down down,left down down down
312,True,True,True,5,5,"[1, 4]",,up up right right right,up up right right right
313,True,True,True,1,1,"[2, 3]",,down,down
314,True,True,True,4,4,"[4, 1]",,left down down down,left down down down
315,True,True,True,4,4,"[2, 1]",,left left down down,left left down down
316,True,True,True,3,3,"[1, 1]",,up up left,up up left
317,True,True,True,3,3,"[4, 2]",,left down down,left down down
318,True,True,True,4,4,"[2, 4]",,up up right right,up up right right
319,True,True,True,1,1,"[4, 4]",,right,right
320,True,True,True,5,5,"[3, 4]",,right up right right right,right up right right right
321,True,True,True,3,3,"[1, 1]",,left left left,left left left
322,True,True,True,6,6,"[1, 1]",,up up up left left left,up up up left left left
323,True,True,True,4,4,"[1, 1]",,up left left left,up left left left
324,True,True,True,3,3,"[2, 2]",,right down down,right down down
325,True,True,True,3,3,"[1, 3]",,up up left,up up left
326,True,True,True,5,5,"[3, 2]",,right right down down down,right right down down down
327,True,True,True,4,4,"[4, 4]",,right right down down,right right down down
328,True,True,True,2,2,"[0, 1]",,up left,up left
329,True,True,True,6,6,"[4, 0]",,left down down down down left,left down down down down left
330,True,True,True,5,5,"[0, 1]",,up up up up right,up up up up right
331,True,True,True,1,1,"[2, 3]",,down,down
332,True,True,True,4,4,"[3, 4]",,down right down down,down right down down
333,True,True,True,3,3,"[1, 1]",,up up up,up up up
334,True,True,True,4,4,"[3, 2]",,right right down down,right right down down
335,True,True,True,1,1,"[0, 0]",,left,left
336,True,True,True,6,6,"[4, 0]",,left left left down down down,left left left down down down
337,True,True,True,2,2,"[3, 3]",,right right,right right
338,True,True,True,2,2,"[2, 1]",,down down,down down
339,True,True,True,3,3,"[2, 2]",,left left down,left left down
340,True,True,True,5,5,"[0, 2]",,up up up up left,up up up up left
341,True,True,True,2,2,"[1, 0]",,up left,up left
342,True,True,True,3,3,"[2, 0]",,up left left,up left left
343,True,True,True,4,4,"[2, 3]",,up right right right,up right right right
344,True,True,True,5,5,"[1, 1]",,up up left left left,up up left left left
345,True,True,True,2,2,"[4, 1]",,left down,left down
346,True,True,True,6,6,"[2, 0]",,up up left left left left,up up left left left left
347,True,True,True,1,1,"[2, 1]",,left,left
348,True,True,True,6,6,"[2, 4]",,up up right right right right,up up right right right right
349,True,True,True,3,3,"[3, 1]",,left left down,left left down
350,True,True,True,2,2,"[1, 2]",,up right,up right
351,True,True,True,3,3,"[1, 4]",,right down right,right down right
352,True,True,True,4,4,"[1, 2]",,up up up right,up up up right
353,True,True,True,1,1,"[0, 2]",,left,left
354,True,True,True,3,3,"[2, 2]",,up up left,up up left
355,True,True,True,6,6,"[3, 0]",,left left left left down down,left left left left down down
356,True,True,True,3,3,"[1, 0]",,up up up,up up up
357,True,True,True,3,3,"[1, 0]",,left left down,left left down
358,True,True,True,2,2,"[1, 4]",,up up,up up
359,True,True,True,3,3,"[1, 2]",,up up right,up up right
360,True,True,True,4,4,"[4, 3]",,right right right down,right right right down
361,True,True,True,3,3,"[0, 1]",,up up up,up up up
362,True,True,True,4,4,"[4, 3]",,right right right down,right right right down
363,True,True,True,3,3,"[0, 1]",,left left left,left left left
364,True,True,True,2,2,"[0, 2]",,up right,up right
365,True,True,True,6,6,"[4, 4]",,right right right down down down,right right right down down down
366,True,True,True,3,3,"[1, 2]",,right right down,right right down
367,True,True,True,4,4,"[0, 2]",,up up up up,up up up up
368,True,True,True,3,3,"[3, 4]",,right right down,right right down
369,True,True,True,3,3,"[0, 1]",,up left left,up left left
370,True,True,True,5,5,"[0, 4]",,up up right right right,up up right right right
371,True,True,True,5,5,"[2, 3]",,right right right down down,right right right down down
372,True,True,True,5,5,"[3, 0]",,left down down left down,left down down left down
373,True,True,True,2,2,"[3, 3]",,right down,right down
374,True,True,True,3,3,"[2, 3]",,right down down,right down down
375,True,True,True,4,4,"[2, 0]",,up left left left,up left left left
376,True,True,True,2,2,"[0, 4]",,up right,up right
377,True,True,True,2,2,"[1, 3]",,up up,up up
378,True,True,True,4,4,"[1, 1]",,left left left down,left left left down
379,True,True,True,5,5,"[2, 4]",,up up right right right,up up right right right
380,True,True,True,4,4,"[1, 1]",,up up left left,up up left left
381,True,True,True,6,6,"[2, 0]",,up up left left left left,up up left left left left
382,True,True,True,7,7,"[1, 4]",,up up right up right right right,up up right up right right right
383,True,True,True,3,3,"[0, 1]",,up up up,up up up
384,True,True,True,4,4,"[0, 3]",,up up up up,up up up up
385,True,True,True,1,1,"[2, 2]",,down,down
386,True,True,True,6,6,"[0, 1]",,up up up up left left,up up up up left left
387,True,True,True,2,2,"[3, 0]",,left down,left down
388,True,True,True,3,3,"[1, 3]",,up up left,up up left
389,True,True,True,6,6,"[3, 0]",,left left left down left down,left left left down left down
390,True,True,True,3,3,"[3, 3]",,left down down,left down down
391,True,True,True,4,4,"[2, 1]",,left left down down,left left down down
392,True,True,True,1,1,"[2, 4]",,down,down
393,True,True,True,2,2,"[2, 4]",,up right,up right
394,True,True,True,3,3,"[2, 0]",,left left left,left left left
395,True,True,True,2,2,"[2, 0]",,down down,down down
396,True,True,True,2,2,"[2, 1]",,up right,up right
397,True,True,True,2,2,"[3, 3]",,up right,up right
398,True,True,True,2,2,"[3, 2]",,up left,up left
399,True,True,True,6,6,"[1, 4]",,up right right right right down,up right right right right down
400,True,True,True,6,6,"[3, 0]",,left down left left left down,left down left left left down
401,True,True,True,4,4,"[2, 1]",,left down left left,left down left left
402,True,True,True,2,2,"[3, 3]",,down down,down down
403,True,True,True,5,5,"[2, 3]",,right right right down down,right right right down down
404,True,True,True,2,2,"[0, 1]",,left left,left left
405,True,True,True,5,5,"[1, 1]",,left up left left down,left up left left down
406,True,True,True,4,4,"[1, 4]",,up right up right,up right up right
407,True,True,True,4,4,"[0, 0]",,up left left left,up left left left
408,True,True,True,4,4,"[4, 2]",,down left down down,down left down down
409,True,True,True,2,2,"[2, 4]",,up up,up up
410,True,True,True,4,4,"[2, 1]",,left left down down,left left down down
411,True,True,True,2,2,"[3, 1]",,up left,up left
412,True,True,True,3,3,"[0, 4]",,right right right,right right right
413,True,True,True,3,3,"[4, 0]",,left down down,left down down
414,True,True,True,4,4,"[1, 1]",,up left left down,up left left down
415,True,True,True,3,3,"[3, 2]",,left left down,left left down
416,True,True,True,4,4,"[0, 4]",,right up up right,right up up right
417,True,True,True,2,2,"[3, 3]",,left down,left down
418,True,True,True,5,5,"[1, 0]",,left left left left down,left left left left down
419,True,True,True,2,2,"[4, 0]",,left left,left left
420,True,True,True,5,5,"[1, 1]",,up up left left left,up up left left left
421,True,True,True,5,5,"[2, 0]",,left left left down down,left left left down down
422,True,True,True,4,4,"[2, 2]",,left up up right,left up up right
423,True,True,True,4,4,"[1, 4]",,up up up right,up up up right
424,True,True,True,2,2,"[2, 2]",,left down,left down
425,True,True,True,5,5,"[3, 1]",,left left left down down,left left left down down
426,True,True,True,2,2,"[2, 2]",,left left,left left
427,True,True,True,2,2,"[2, 4]",,right down,right down
428,True,True,True,5,5,"[3, 1]",,left left down down down,left left down down down
429,True,True,True,1,1,"[2, 2]",,down,down
430,True,True,True,3,3,"[2, 3]",,left down down,left down down
431,True,True,True,6,6,"[2, 0]",,up up left left left left,up up left left left left
432,True,True,True,2,2,"[3, 0]",,left down,left down
433,True,True,True,4,4,"[3, 0]",,left left down down,left left down down
434,True,True,True,3,3,"[1, 1]",,up up up,up up up
435,True,True,True,2,2,"[2, 4]",,up right,up right
436,True,True,True,4,4,"[4, 2]",,down down down right,down down down right
437,True,True,True,4,4,"[3, 3]",,right right right up,right right right up
438,True,True,True,3,3,"[4, 0]",,left down down,left down down
439,True,True,True,2,2,"[1, 0]",,up up,up up
440,True,True,True,2,2,"[1, 4]",,right down,right down
441,True,True,True,1,1,"[4, 0]",,left,left
442,True,True,True,1,1,"[0, 1]",,right,right
443,True,True,True,3,3,"[3, 3]",,right right down,right right down
444,True,True,True,1,1,"[3, 3]",,left,left
445,True,True,True,2,2,"[1, 2]",,right right,right right
446,True,True,True,2,2,"[4, 3]",,down down,down down
447,True,True,True,6,6,"[0, 4]",,up up right right right right,up up right right right right
448,True,True,True,4,4,"[1, 1]",,up up up right,up up up right
449,True,True,True,2,2,"[4, 1]",,left left,left left
450,True,True,True,4,4,"[1, 0]",,up up up left,up up up left
451,True,True,True,2,2,"[4, 3]",,down down,down down
452,True,True,True,3,3,"[3, 1]",,right down down,right down down
453,True,True,True,2,2,"[1, 2]",,up left,up left
454,True,True,True,2,2,"[1, 1]",,up left,up left
455,True,True,True,5,5,"[3, 3]",,right right right down down,right right right down down
456,True,True,True,4,4,"[2, 4]",,up right right right,up right right right
457,True,True,True,3,3,"[4, 3]",,left down down,left down down
458,True,True,True,5,5,"[3, 2]",,right down right down down,right down right down down
459,True,True,True,4,4,"[1, 4]",,down right right right,down right right right
460,True,True,True,1,1,"[0, 4]",,up,up
461,True,True,True,3,3,"[0, 3]",,up up left,up up left
462,True,True,True,3,3,"[1, 1]",,up up up,up up up
463,True,True,True,3,3,"[2, 1]",,up up left,up up left
464,True,True,True,2,2,"[3, 3]",,left down,left down
465,True,True,True,1,1,"[1, 1]",,left,left
466,True,True,True,2,2,"[2, 4]",,right right,right right
467,True,True,True,6,6,"[0, 0]",,left down left left up left,left down left left up left
468,True,True,True,2,2,"[3, 0]",,left left,left left
